date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2015-05-14,15,6,0.0,13.4,4,4,19,03:25 AM,04:09 PM,05:32 AM,08:03 PM,7,9,11,9,36,48,79,0.0,1025,15,10,122,18
2015-05-15,18,12,0.0,11.3,4,4,12,04:01 AM,05:21 PM,05:31 AM,08:04 PM,13,15,16,15,28,54,87,3.2,1015,18,10,202,14
2015-05-16,20,15,0.0,14.5,5,5,5,04:39 AM,06:30 PM,05:30 AM,08:05 PM,15,17,17,17,27,50,88,4.7,1016,20,9,170,13
2015-05-17,21,15,0.0,10.3,4,4,0,05:21 AM,07:39 PM,05:29 AM,08:06 PM,17,18,19,18,54,76,93,8.7,1014,21,10,171,26
2015-05-18,20,11,0.0,14.5,5,5,0,06:06 AM,08:43 PM,05:28 AM,08:07 PM,13,16,17,16,47,8,81,2.5,1016,20,10,248,22
2015-05-19,9,5,0.0,13.5,3,3,2,06:55 AM,09:43 PM,05:27 AM,08:08 PM,3,5,8,5,22,28,76,0.0,1023,9,10,253,14
2015-05-20,7,4,0.0,11.4,3,3,9,07:48 AM,10:35 PM,05:26 AM,08:09 PM,2,3,6,3,20,69,75,1.1,1023,7,10,69,12
2015-05-21,15,6,0.0,13.5,4,4,17,08:44 AM,11:22 PM,05:26 AM,08:10 PM,5,9,10,9,26,36,68,0.0,1018,15,10,279,13
2015-05-22,13,8,0.0,14.5,4,4,24,09:41 AM,No moonset,05:25 AM,08:10 PM,5,10,11,10,29,5,68,0.6,1022,13,10,81,15
2015-05-23,19,10,0.0,14.5,5,5,31,10:39 AM,12:02 AM,05:24 AM,08:11 PM,7,15,15,15,27,17,58,0.0,1025,19,10,142,13
2015-05-24,19,14,0.0,10.3,4,4,39,11:37 AM,12:38 AM,05:23 AM,08:12 PM,12,16,16,16,32,51,78,10.5,1019,19,9,144,15
2015-05-25,21,17,0.0,11.4,4,4,46,12:33 PM,01:11 AM,05:22 AM,08:13 PM,15,18,18,18,54,48,83,1.8,1012,21,10,201,26
2015-05-26,18,16,0.0,11.4,4,4,53,01:31 PM,01:41 AM,05:22 AM,08:14 PM,16,17,17,17,50,58,92,5.4,1012,18,9,190,24
2015-05-27,18,14,0.0,14.5,5,5,60,02:27 PM,02:09 AM,05:21 AM,08:15 PM,14,17,17,17,39,28,82,2.0,1015,18,10,246,19
2015-05-28,21,14,0.0,14.5,5,5,68,03:24 PM,02:37 AM,05:21 AM,08:16 PM,12,18,18,18,27,2,69,0.0,1021,21,10,134,13
2015-05-29,22,16,0.0,13.5,5,5,75,04:22 PM,03:06 AM,05:20 AM,08:17 PM,16,19,20,19,38,35,81,9.6,1015,22,9,186,18
2015-05-30,17,8,0.0,9.4,3,3,82,05:21 PM,03:38 AM,05:19 AM,08:17 PM,12,11,13,11,39,83,95,14.5,1016,17,8,96,24
2015-05-31,10,7,0.0,12.4,3,3,86,06:20 PM,04:11 AM,05:19 AM,08:18 PM,6,5,9,5,44,66,82,0.0,1021,10,10,17,30
2015-06-01,12,8,0.0,13.5,3,3,100,07:21 PM,04:49 AM,05:18 AM,08:19 PM,5,7,10,7,25,23,75,0.0,1023,12,10,41,15
2015-06-02,15,7,0.0,14.5,4,4,100,08:19 PM,05:33 AM,05:18 AM,08:20 PM,9,13,13,13,14,2,76,0.0,1021,15,10,84,8
2015-06-03,19,10,0.0,14.5,4,4,85,09:15 PM,06:22 AM,05:17 AM,08:20 PM,11,14,15,14,26,2,76,0.0,1017,19,10,141,13
2015-06-04,21,13,0.0,12.5,5,5,77,10:07 PM,07:18 AM,05:17 AM,08:21 PM,14,17,17,17,26,46,81,0.0,1016,21,10,183,13
2015-06-05,17,10,0.0,13.5,4,4,69,10:55 PM,08:19 AM,05:17 AM,08:22 PM,11,11,13,11,35,36,87,0.0,1018,17,10,43,21
2015-06-06,16,10,0.0,14.5,4,4,62,11:38 PM,09:24 AM,05:16 AM,08:22 PM,11,13,14,13,27,19,84,0.0,1019,16,10,48,15
2015-06-07,24,15,0.0,14.5,5,5,54,No moonrise,10:31 AM,05:16 AM,08:23 PM,16,18,19,18,51,33,85,3.0,1009,24,9,195,24
2015-06-08,22,16,0.0,14.5,5,5,47,12:16 AM,11:40 AM,05:16 AM,08:24 PM,15,18,19,18,31,14,80,8.6,1006,22,9,265,15
2015-06-09,23,14,0.0,14.5,5,5,39,12:52 AM,12:49 PM,05:16 AM,08:24 PM,13,19,20,19,25,11,71,0.0,1008,23,10,233,12
2015-06-10,24,18,0.0,14.5,5,5,32,01:28 AM,01:58 PM,05:15 AM,08:25 PM,17,21,22,21,43,9,77,13.0,1006,24,9,189,21
2015-06-11,19,16,0.0,14.5,4,4,24,02:02 AM,03:07 PM,05:15 AM,08:25 PM,15,18,18,18,26,26,86,16.0,1010,19,9,76,13
2015-06-12,18,12,0.0,9.4,4,4,17,02:38 AM,04:16 PM,05:15 AM,08:26 PM,14,15,15,15,21,74,93,8.6,1010,18,8,141,12
2015-06-13,22,12,0.0,12.5,4,4,9,03:17 AM,05:24 PM,05:15 AM,08:26 PM,16,18,18,18,12,57,90,17.6,1014,22,8,148,6
2015-06-14,23,16,0.0,12.5,4,4,2,03:59 AM,06:28 PM,05:15 AM,08:27 PM,18,20,21,20,25,59,91,19.0,1013,23,8,218,12
2015-06-15,23,17,0.0,12.5,4,4,0,04:45 AM,07:30 PM,05:15 AM,08:27 PM,18,19,20,19,21,62,92,37.0,1013,23,6,226,10
2015-06-16,17,13,0.0,13.5,5,5,0,05:36 AM,08:25 PM,05:15 AM,08:28 PM,12,15,15,15,30,41,83,0.1,1019,17,9,61,16
2015-06-17,18,13,0.0,14.5,5,5,0,06:30 AM,09:15 PM,05:15 AM,08:28 PM,12,15,15,15,21,38,82,0.0,1017,18,10,75,11
2015-06-18,23,13,0.0,13.5,5,5,6,07:28 AM,09:58 PM,05:15 AM,08:28 PM,17,19,20,19,33,35,87,5.6,1014,23,6,215,16
2015-06-19,16,13,0.0,14.5,4,4,13,08:25 AM,10:36 PM,05:15 AM,08:28 PM,11,13,14,13,29,6,81,0.0,1017,16,10,26,17
2015-06-20,22,13,0.0,13.5,5,5,21,09:24 AM,11:11 PM,05:16 AM,08:29 PM,15,18,18,18,19,24,85,0.8,1011,22,10,134,9
2015-06-21,23,17,0.0,13.5,6,6,28,10:22 AM,11:42 PM,05:16 AM,08:29 PM,17,21,21,21,15,33,81,1.8,1012,23,9,206,7
2015-06-22,25,18,0.0,10.5,5,5,36,11:19 AM,No moonset,05:16 AM,08:29 PM,19,21,23,21,45,55,88,15.0,1011,25,8,211,21
2015-06-23,21,17,0.0,14.5,5,5,44,12:16 PM,12:11 AM,05:16 AM,08:29 PM,16,20,21,20,25,17,79,0.2,1016,21,9,212,13
2015-06-24,22,17,0.0,14.5,5,5,51,01:13 PM,12:39 AM,05:17 AM,08:29 PM,15,20,21,20,15,16,72,1.1,1020,22,10,155,8
2015-06-25,22,17,0.0,10.5,4,4,59,02:09 PM,01:08 AM,05:17 AM,08:30 PM,18,20,21,20,20,76,91,15.7,1015,22,8,106,11
2015-06-26,19,17,0.0,11.5,5,5,66,03:08 PM,01:38 AM,05:17 AM,08:30 PM,16,18,18,18,26,82,90,2.0,1015,19,9,40,16
2015-06-27,19,16,0.0,14.5,5,5,74,04:06 PM,02:09 AM,05:18 AM,08:30 PM,13,17,17,17,25,32,78,0.0,1014,19,10,53,16
2015-06-28,23,14,0.0,14.5,5,5,81,05:06 PM,02:45 AM,05:18 AM,08:30 PM,14,19,20,19,14,20,70,0.0,1012,23,10,207,8
2015-06-29,21,16,0.0,12.5,4,4,89,06:06 PM,03:26 AM,05:18 AM,08:30 PM,16,18,18,18,15,47,87,3.4,1009,21,10,138,9
2015-06-30,22,15,0.0,13.5,5,5,96,07:04 PM,04:12 AM,05:19 AM,08:29 PM,16,18,19,18,22,30,85,1.5,1010,22,10,178,14
2015-07-01,17,12,0.0,13.5,4,4,100,07:59 PM,05:06 AM,05:19 AM,08:29 PM,12,15,15,15,16,49,82,0.0,1014,17,10,83,12
2015-07-02,18,12,0.0,14.5,5,5,100,08:49 PM,06:05 AM,05:20 AM,08:29 PM,12,15,15,15,24,13,83,0.0,1015,18,10,71,16
2015-07-03,21,15,0.0,12.5,5,5,85,09:36 PM,07:11 AM,05:21 AM,08:29 PM,14,18,18,18,17,27,75,0.0,1014,21,10,76,10
2015-07-04,23,16,0.0,14.5,5,5,78,10:17 PM,08:19 AM,05:21 AM,08:29 PM,16,21,22,21,14,4,73,0.0,1015,23,10,209,7
2015-07-05,25,19,0.0,14.5,6,6,71,10:55 PM,09:30 AM,05:22 AM,08:28 PM,17,23,24,23,20,1,71,0.0,1017,25,10,172,11
2015-07-06,27,19,0.0,14.5,6,6,63,11:31 PM,10:40 AM,05:22 AM,08:28 PM,20,24,24,23,34,18,81,7.7,1014,27,9,187,18
2015-07-07,21,15,0.0,13.5,5,5,56,No moonrise,11:50 AM,05:23 AM,08:28 PM,14,17,18,17,31,42,82,1.4,1015,21,9,73,23
2015-07-08,18,14,0.0,12.5,4,4,49,12:06 AM,12:59 PM,05:24 AM,08:27 PM,13,16,16,16,18,50,80,1.9,1018,18,9,79,12
2015-07-09,19,16,0.0,10.4,4,4,42,12:41 AM,02:07 PM,05:24 AM,08:27 PM,16,18,18,18,19,70,88,4.7,1015,19,8,145,12
2015-07-10,22,16,0.0,14.5,5,5,34,01:18 AM,03:14 PM,05:25 AM,08:27 PM,15,20,21,20,14,8,72,0.0,1019,22,10,165,8
2015-07-11,23,18,0.0,13.5,6,6,27,01:58 AM,04:18 PM,05:26 AM,08:26 PM,17,21,22,21,16,42,78,2.3,1019,23,10,159,9
2015-07-12,24,18,0.0,13.5,6,6,20,02:41 AM,05:20 PM,05:27 AM,08:26 PM,19,21,23,21,17,38,88,0.0,1015,24,9,123,9
2015-07-13,28,19,0.0,13.5,5,5,13,03:30 AM,06:17 PM,05:27 AM,08:25 PM,21,25,25,23,32,30,88,1.4,1006,28,10,195,17
2015-07-14,23,16,0.0,12.4,6,6,5,04:21 AM,07:09 PM,05:28 AM,08:25 PM,18,21,22,21,33,34,86,1.0,1004,23,10,152,20
2015-07-15,21,16,0.0,14.5,5,5,0,05:17 AM,07:54 PM,05:29 AM,08:24 PM,14,18,19,18,21,13,75,0.0,1015,21,10,32,14
2015-07-16,23,16,0.0,10.4,4,4,0,06:14 AM,08:34 PM,05:30 AM,08:23 PM,18,20,21,20,28,59,87,15.8,1014,23,9,142,17
2015-07-17,28,21,0.0,13.5,6,6,2,07:13 AM,09:11 PM,05:31 AM,08:23 PM,22,27,27,25,26,21,86,9.3,1009,28,9,222,14
2015-07-18,27,23,0.0,13.5,6,6,9,08:11 AM,09:43 PM,05:31 AM,08:22 PM,22,27,27,25,31,19,88,9.4,1011,27,8,196,16
2015-07-19,26,21,0.0,13.5,6,6,16,09:08 AM,10:13 PM,05:32 AM,08:21 PM,20,26,26,24,23,18,81,1.1,1011,26,9,247,12
2015-07-20,26,19,0.0,13.5,6,6,24,10:05 AM,10:41 PM,05:33 AM,08:20 PM,18,24,24,23,22,25,75,5.8,1009,26,10,258,11
2015-07-21,23,18,0.0,14.5,6,6,31,11:02 AM,11:10 PM,05:34 AM,08:20 PM,17,22,22,22,21,18,74,0.2,1011,23,10,141,12
2015-07-22,24,19,0.0,14.5,6,6,38,11:58 AM,11:39 PM,05:35 AM,08:19 PM,16,22,24,22,14,32,69,0.0,1014,24,10,151,8
2015-07-23,25,20,0.0,14.5,6,6,45,12:55 PM,No moonset,05:36 AM,08:18 PM,17,24,24,23,15,19,69,0.0,1015,25,10,147,8
2015-07-24,27,20,0.0,14.5,6,6,53,01:53 PM,12:09 AM,05:37 AM,08:17 PM,18,26,26,24,24,8,70,0.0,1015,27,10,203,13
2015-07-25,27,21,0.0,14.5,6,6,60,02:51 PM,12:42 AM,05:38 AM,08:16 PM,21,26,26,24,20,18,83,1.1,1013,27,10,142,11
2015-07-26,26,20,0.0,14.5,6,6,67,03:50 PM,01:20 AM,05:39 AM,08:15 PM,19,26,26,24,15,12,75,0.0,1014,26,10,99,9
2015-07-27,27,22,0.0,14.5,6,6,74,04:48 PM,02:03 AM,05:40 AM,08:14 PM,19,26,26,24,24,7,75,0.0,1015,27,10,85,13
2015-07-28,29,22,0.0,13.4,7,7,82,05:45 PM,02:52 AM,05:41 AM,08:13 PM,21,28,28,25,19,26,76,9.6,1014,29,9,148,10
2015-07-29,27,22,0.0,14.5,7,7,89,06:38 PM,03:49 AM,05:42 AM,08:12 PM,20,27,27,25,29,16,74,0.1,1014,27,10,268,16
2015-07-30,28,20,0.0,14.5,6,6,96,07:27 PM,04:52 AM,05:42 AM,08:11 PM,16,26,26,24,30,4,62,0.0,1016,28,10,285,17
2015-07-31,28,21,0.0,14.5,6,6,100,08:11 PM,06:00 AM,05:43 AM,08:10 PM,16,25,25,24,33,5,61,0.0,1015,28,10,291,18
2015-08-01,27,19,0.0,14.5,6,6,89,08:52 PM,07:11 AM,05:44 AM,08:09 PM,16,24,24,23,27,11,64,0.2,1014,27,10,273,15
2015-08-02,30,21,0.0,14.5,7,7,82,09:31 PM,08:23 AM,05:45 AM,08:08 PM,21,28,28,25,49,6,75,4.4,1009,30,10,231,27
2015-08-03,25,21,0.0,14.5,6,6,75,10:07 PM,09:36 AM,05:46 AM,08:07 PM,17,25,25,23,19,7,69,0.2,1009,25,10,269,12
2015-08-04,25,19,0.0,14.5,6,6,67,10:43 PM,10:47 AM,05:47 AM,08:05 PM,14,22,23,22,18,6,61,0.0,1014,25,10,240,11
2015-08-05,25,18,0.0,14.5,6,6,60,11:20 PM,11:58 AM,05:48 AM,08:04 PM,16,23,25,23,14,6,66,0.0,1016,25,10,118,9
2015-08-06,25,20,0.0,14.5,6,6,53,12:00 AM,01:06 PM,05:49 AM,08:03 PM,17,24,24,22,20,9,75,0.0,1014,25,10,77,13
2015-08-07,26,19,0.0,13.4,6,6,46,No moonrise,02:12 PM,05:50 AM,08:02 PM,17,24,24,23,21,25,71,0.1,1012,26,10,160,14
2015-08-08,26,20,0.0,13.4,6,6,38,12:42 AM,03:14 PM,05:51 AM,08:01 PM,19,25,25,23,20,44,79,0.2,1013,26,10,131,13
2015-08-09,23,20,0.0,9.9,5,5,31,01:28 AM,04:12 PM,05:52 AM,07:59 PM,20,22,23,22,12,54,86,1.9,1014,23,8,148,7
2015-08-10,25,21,0.0,13.4,5,5,24,02:17 AM,05:04 PM,05:54 AM,07:58 PM,21,25,25,23,14,42,86,6.2,1011,25,8,141,9
2015-08-11,24,19,0.0,14.0,6,6,16,03:11 AM,05:52 PM,05:55 AM,07:57 PM,18,22,23,22,17,14,78,1.0,1016,24,10,108,11
2015-08-12,23,18,0.0,14.0,6,6,9,04:07 AM,06:33 PM,05:56 AM,07:55 PM,17,21,22,21,16,19,78,0.0,1020,23,10,85,11
2015-08-13,28,19,0.0,14.0,6,6,2,05:04 AM,07:11 PM,05:57 AM,07:54 PM,17,24,24,23,29,8,71,0.0,1018,28,10,230,17
2015-08-14,29,21,0.0,14.0,6,6,0,06:02 AM,07:44 PM,05:58 AM,07:53 PM,19,27,27,25,28,10,72,0.2,1018,29,10,235,16
2015-08-15,28,21,0.0,13.9,6,6,0,07:00 AM,08:15 PM,05:59 AM,07:51 PM,19,26,26,24,18,11,74,1.7,1019,28,10,210,10
2015-08-16,29,22,0.0,13.5,7,7,5,07:57 AM,08:44 PM,06:00 AM,07:50 PM,20,27,27,25,26,5,74,0.0,1018,29,10,214,14
2015-08-17,28,22,0.0,11.6,6,6,12,08:53 AM,09:13 PM,06:01 AM,07:48 PM,21,27,27,25,25,10,80,11.8,1016,28,9,196,14
2015-08-18,26,21,0.0,11.6,5,5,20,09:50 AM,09:41 PM,06:02 AM,07:47 PM,20,25,25,23,26,49,84,12.7,1010,26,8,178,15
2015-08-19,24,19,0.0,10.4,6,6,27,10:46 AM,10:10 PM,06:03 AM,07:45 PM,17,22,24,22,34,49,76,0.3,1006,24,9,217,26
2015-08-20,22,15,0.0,11.6,5,5,34,11:43 AM,10:42 PM,06:04 AM,07:44 PM,13,19,19,19,36,38,70,0.1,1011,22,10,259,26
2015-08-21,26,16,0.0,11.6,6,6,42,12:40 PM,11:17 PM,06:05 AM,07:42 PM,13,21,22,21,26,11,61,0.0,1018,26,10,202,15
2015-08-22,25,18,0.0,11.6,6,6,49,01:37 PM,11:57 PM,06:06 AM,07:41 PM,15,21,22,21,29,5,67,0.0,1018,25,10,166,16
2015-08-23,23,18,0.0,10.4,5,5,56,02:34 PM,No moonset,06:07 AM,07:39 PM,15,20,21,20,38,45,73,13.3,1012,23,9,230,21
2015-08-24,22,15,0.0,11.6,5,5,63,03:30 PM,12:42 AM,06:08 AM,07:38 PM,10,18,19,18,36,22,61,0.0,1013,22,10,279,26
2015-08-25,20,14,0.0,7.9,5,5,71,04:24 PM,01:34 AM,06:09 AM,07:36 PM,11,17,17,17,21,53,70,0.0,1016,20,10,243,14
2015-08-26,18,15,0.0,10.4,5,5,78,05:14 PM,02:32 AM,06:10 AM,07:34 PM,12,17,17,17,11,60,73,0.1,1020,18,10,160,8
2015-08-27,21,14,0.0,11.6,5,5,85,06:01 PM,03:37 AM,06:11 AM,07:33 PM,14,18,18,18,14,16,76,0.0,1021,21,10,145,9
2015-08-28,22,17,0.0,10.3,5,5,92,06:44 PM,04:46 AM,06:12 AM,07:31 PM,16,20,20,20,22,40,78,0.0,1019,22,10,152,12
2015-08-29,21,18,0.0,7.8,4,4,100,07:24 PM,05:59 AM,06:13 AM,07:30 PM,17,20,20,20,16,75,85,5.6,1017,21,10,119,9
2015-08-30,22,18,0.0,9.1,4,4,100,08:02 PM,07:13 AM,06:14 AM,07:28 PM,18,20,20,20,13,58,91,0.1,1017,22,7,48,8
2015-08-31,24,18,0.0,11.6,6,6,89,08:40 PM,08:27 AM,06:15 AM,07:26 PM,18,23,25,23,10,5,75,0.0,1017,24,10,170,6
2015-09-01,24,20,0.0,7.8,6,6,74,09:18 PM,09:41 AM,06:16 AM,07:25 PM,18,22,24,22,25,59,78,4.4,1016,24,9,136,15
2015-09-02,28,22,0.0,11.6,6,6,66,09:58 PM,10:52 AM,06:17 AM,07:23 PM,20,27,27,25,23,12,77,9.2,1016,28,9,214,12
2015-09-03,29,20,0.0,10.3,6,6,59,10:40 PM,12:01 PM,06:18 AM,07:21 PM,20,26,26,24,27,26,76,0.5,1013,29,10,220,14
2015-09-04,24,19,0.0,9.1,5,5,51,11:26 PM,01:06 PM,06:19 AM,07:20 PM,18,22,23,22,24,43,79,9.8,1015,24,9,154,14
2015-09-05,22,18,0.0,7.8,5,5,44,No moonrise,02:07 PM,06:20 AM,07:18 PM,16,20,21,20,27,66,77,3.7,1016,22,10,165,17
2015-09-06,30,20,0.0,11.6,6,6,36,12:15 AM,03:01 PM,06:21 AM,07:16 PM,18,26,26,25,30,33,67,2.4,1017,30,10,177,16
2015-09-07,25,23,0.0,11.6,6,6,29,01:08 AM,03:50 PM,06:22 AM,07:14 PM,20,26,26,24,31,19,79,10.5,1015,25,9,184,15
2015-09-08,27,21,0.0,11.6,6,6,21,02:02 AM,04:33 PM,06:23 AM,07:13 PM,20,26,26,24,34,28,80,27.4,1011,27,8,234,18
2015-09-09,22,17,0.0,11.6,5,5,14,02:59 AM,05:12 PM,06:24 AM,07:11 PM,17,21,21,21,14,29,81,0.0,1014,22,10,158,9
2015-09-10,22,17,0.0,11.6,5,5,6,03:56 AM,05:46 PM,06:25 AM,07:09 PM,15,19,20,19,14,27,76,0.3,1013,22,10,121,8
2015-09-11,18,15,0.0,11.6,4,4,0,04:53 AM,06:17 PM,06:26 AM,07:07 PM,13,17,17,17,23,34,79,7.3,1015,18,9,140,15
2015-09-12,17,13,0.0,9.0,3,3,0,05:50 AM,06:47 PM,06:27 AM,07:06 PM,9,13,14,13,29,46,71,3.7,1017,17,10,139,19
2015-09-13,20,12,0.0,11.6,5,5,0,06:47 AM,07:16 PM,06:28 AM,07:04 PM,8,16,16,16,23,16,59,0.0,1016,20,10,270,14
2015-09-14,25,14,0.0,11.6,5,5,1,07:43 AM,07:44 PM,06:29 AM,07:02 PM,11,19,20,19,43,12,60,1.1,1017,25,10,196,25
2015-09-15,25,18,0.0,11.6,6,6,9,08:39 AM,08:13 PM,06:30 AM,07:00 PM,13,21,21,21,37,9,63,0.4,1022,25,10,184,21
2015-09-16,21,17,0.0,10.2,5,5,16,09:36 AM,08:44 PM,06:31 AM,06:59 PM,13,19,19,19,31,33,67,0.8,1021,21,10,153,17
2015-09-17,22,16,0.0,8.9,5,5,24,10:32 AM,09:18 PM,06:32 AM,06:57 PM,14,19,20,19,21,49,76,2.0,1018,22,10,171,12
2015-09-18,20,16,0.0,8.9,5,5,32,11:29 AM,09:55 PM,06:33 AM,06:55 PM,14,18,18,18,22,52,77,2.9,1018,20,10,148,14
2015-09-19,21,16,0.0,8.8,5,5,39,12:25 PM,10:36 PM,06:34 AM,06:53 PM,14,19,19,19,25,54,77,3.9,1017,21,9,149,15
2015-09-20,20,16,0.0,11.6,4,4,47,01:20 PM,11:24 PM,06:35 AM,06:52 PM,12,19,19,19,24,37,66,1.4,1019,20,10,115,14
2015-09-21,20,14,0.0,11.6,5,5,54,02:13 PM,No moonset,06:37 AM,06:50 PM,10,17,17,17,24,6,66,0.0,1020,20,10,118,14
2015-09-22,23,15,0.0,11.6,5,5,62,03:04 PM,12:18 AM,06:38 AM,06:48 PM,11,19,19,19,24,2,62,0.0,1021,23,10,141,12
2015-09-23,23,17,0.0,11.6,5,5,69,03:51 PM,01:18 AM,06:39 AM,06:46 PM,12,20,20,20,25,4,59,0.0,1023,23,10,109,13
2015-09-24,22,16,0.0,11.6,5,5,77,04:34 PM,02:23 AM,06:40 AM,06:45 PM,14,19,20,19,25,4,74,0.0,1024,22,10,83,14
2015-09-25,21,17,0.0,11.6,5,5,84,05:15 PM,03:33 AM,06:41 AM,06:43 PM,15,19,19,19,28,17,77,0.0,1023,21,10,59,16
2015-09-26,22,16,0.0,11.6,5,5,92,05:54 PM,04:45 AM,06:42 AM,06:41 PM,14,19,20,19,27,24,73,0.0,1023,22,10,98,16
2015-09-27,21,17,0.0,7.4,4,4,99,06:32 PM,06:00 AM,06:43 AM,06:39 PM,17,19,19,19,25,65,86,0.1,1018,21,10,140,15
2015-09-28,22,18,0.0,11.6,6,6,100,07:11 PM,07:15 AM,06:44 AM,06:38 PM,17,20,21,20,21,36,84,3.1,1015,22,9,188,11
2015-09-29,19,15,0.0,7.4,5,5,85,07:51 PM,08:29 AM,06:45 AM,06:36 PM,14,17,17,17,36,50,81,1.0,1016,19,10,70,25
2015-09-30,16,13,0.0,11.6,4,4,78,08:33 PM,09:42 AM,06:46 AM,06:34 PM,8,13,14,13,39,19,66,0.0,1022,16,10,39,28
2015-10-01,15,12,0.0,11.6,4,4,75,09:19 PM,10:51 AM,06:47 AM,06:32 PM,7,11,13,11,45,15,68,0.1,1026,15,10,53,32
2015-10-02,15,12,0.0,11.6,4,4,68,10:09 PM,11:56 AM,06:48 AM,06:31 PM,5,11,13,11,50,15,59,0.0,1026,15,10,58,36
2015-10-03,12,10,0.0,7.3,4,4,61,11:02 PM,12:54 PM,06:49 AM,06:29 PM,6,8,11,8,46,73,70,0.1,1023,12,10,64,35
2015-10-04,14,11,0.0,5.9,3,3,53,11:57 PM,01:47 PM,06:50 AM,06:27 PM,10,10,12,10,28,86,86,0.4,1022,14,9,52,20
2015-10-05,16,13,0.0,8.7,4,4,46,No moonrise,02:32 PM,06:51 AM,06:26 PM,12,13,14,13,17,64,90,0.0,1021,16,9,49,11
2015-10-06,17,14,0.0,10.2,3,3,39,12:53 AM,03:12 PM,06:53 AM,06:24 PM,13,15,15,15,13,54,86,0.0,1020,17,9,104,8
2015-10-07,19,14,0.0,10.2,5,5,31,01:51 AM,03:48 PM,06:54 AM,06:22 PM,12,16,16,16,19,47,80,0.0,1020,19,10,170,12
2015-10-08,22,13,0.0,10.2,5,5,24,02:47 AM,04:20 PM,06:55 AM,06:21 PM,13,17,18,17,33,33,74,2.6,1015,22,10,185,18
2015-10-09,16,11,0.0,8.7,3,3,17,03:45 AM,04:50 PM,06:56 AM,06:19 PM,10,12,14,12,31,64,80,0.1,1019,16,10,185,21
2015-10-10,17,9,0.0,11.6,4,4,10,04:41 AM,05:19 PM,06:57 AM,06:17 PM,7,13,13,13,20,14,66,0.0,1020,17,10,171,12
2015-10-11,22,12,0.0,11.6,5,5,2,05:37 AM,05:47 PM,06:58 AM,06:16 PM,9,16,17,16,49,2,60,0.0,1009,22,10,211,27
2015-10-12,21,14,0.0,11.6,5,5,0,06:33 AM,06:16 PM,06:59 AM,06:14 PM,9,17,18,17,44,16,60,0.0,1000,21,10,242,26
2015-10-13,15,10,0.0,11.1,4,4,0,07:30 AM,06:46 PM,07:00 AM,06:12 PM,7,11,13,11,26,36,69,0.0,1006,15,10,311,18
2015-10-14,15,8,0.0,11.1,4,4,5,08:27 AM,07:19 PM,07:02 AM,06:11 PM,5,11,12,11,23,5,63,0.0,1015,15,10,307,14
2015-10-15,19,10,0.0,11.1,4,4,12,09:24 AM,07:55 PM,07:03 AM,06:09 PM,3,12,13,12,42,20,49,0.0,1016,19,10,267,24
2015-10-16,11,7,0.0,11.0,3,3,19,10:20 AM,08:35 PM,07:04 AM,06:08 PM,0,6,9,6,31,11,54,0.0,1024,11,10,320,21
2015-10-17,10,4,0.0,11.0,3,3,27,11:16 AM,09:21 PM,07:05 AM,06:06 PM,-3,4,7,4,29,10,48,0.0,1030,10,10,324,20
2015-10-18,13,5,0.0,11.0,3,3,34,12:08 PM,10:11 PM,07:06 AM,06:05 PM,-1,8,10,8,22,4,49,0.0,1030,13,10,244,12
2015-10-19,20,10,0.0,11.0,4,4,41,12:58 PM,11:07 PM,07:07 AM,06:03 PM,2,13,14,13,61,8,42,0.0,1021,20,10,205,35
2015-10-20,21,13,0.0,10.9,5,5,48,01:45 PM,No moonset,07:09 AM,06:02 PM,6,16,17,16,43,23,48,0.0,1018,21,10,205,23
2015-10-21,22,14,0.0,10.9,4,4,56,02:28 PM,12:08 AM,07:10 AM,06:00 PM,10,17,18,17,36,35,62,5.8,1019,22,9,210,20
2015-10-22,15,12,0.0,8.7,4,4,63,03:09 PM,01:14 AM,07:11 AM,05:59 PM,8,13,14,13,21,31,68,0.0,1024,15,10,153,14
2015-10-23,12,11,0.0,8.7,4,4,70,03:47 PM,02:22 AM,07:12 AM,05:57 PM,6,8,11,8,37,31,69,0.0,1024,12,10,146,24
2015-10-24,13,9,0.0,7.1,3,3,77,04:24 PM,03:34 AM,07:13 AM,05:56 PM,7,9,11,9,27,58,78,4.5,1016,13,9,211,17
2015-10-25,14,8,0.0,8.7,4,4,85,05:02 PM,04:46 AM,07:14 AM,05:55 PM,6,11,12,11,18,5,67,0.0,1026,14,10,168,11
2015-10-26,14,9,0.0,8.7,4,4,92,05:41 PM,06:01 AM,07:16 AM,05:53 PM,5,10,12,10,28,3,64,0.0,1028,14,10,102,17
2015-10-27,13,11,0.0,5.5,4,4,99,06:21 PM,07:15 AM,07:17 AM,05:52 PM,7,9,12,9,37,69,73,7.2,1020,13,10,107,25
2015-10-28,13,6,0.0,3.9,3,3,100,07:07 PM,08:27 AM,07:18 AM,05:51 PM,9,8,11,8,38,90,85,4.9,999,13,10,209,28
2015-10-29,9,4,0.0,5.5,2,2,86,07:56 PM,09:37 AM,07:19 AM,05:49 PM,1,2,6,2,40,61,67,0.1,1006,9,10,270,32
